,id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,max_supply,market_cap,market_cap_dominance,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,rank,rank_delta,high,high_timestamp,1d,30d,platform_currency,first_priced_at
32,FTM,FTM,FTM,Fantom,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ftm.png,active,1.84002388,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,2541152731,3175000000,4675781698,0.0026,93,566,12667,2018-10-28T00:00:00Z,2018-10-29T00:00:00Z,2019-06-04T00:00:00Z,33,0,2.90066564,2022-01-16T00:00:00Z,"{'volume': '1603618416.03', 'price_change': '-0.092246585', 'price_change_pct': '-0.0477', 'volume_change': '221940467.27', 'volume_change_pct': '0.1606', 'market_cap_change': '-234412661.19', 'market_cap_change_pct': '-0.0477'}","{'volume': '93454464244.91', 'price_change': '-0.73562242', 'price_change_pct': '-0.2856', 'volume_change': '24098118800.06', 'volume_change_pct': '0.3475', 'market_cap_change': '-1869328914.94', 'market_cap_change_pct': '-0.2856'}",FTM,
33,UNI,UNI,UNI,Uniswap Protocol Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/UNISWAP.svg,active,9.94051927,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,458880974,1000000000,4561515164,0.0026,175,1040,115,2019-06-03T00:00:00Z,2020-09-17T00:00:00Z,2019-10-11T00:00:00Z,34,0,35.83892862,2021-05-04T00:00:00Z,"{'volume': '288773352.11', 'price_change': '-0.56766245', 'price_change_pct': '-0.0540', 'volume_change': '21532249.80', 'volume_change_pct': '0.0806', 'market_cap_change': '-251755084.61', 'market_cap_change_pct': '-0.0523'}","{'volume': '8804256657.53', 'price_change': '-4.31765758', 'price_change_pct': '-0.3028', 'volume_change': '-3050205987.62', 'volume_change_pct': '-0.2573', 'market_cap_change': '-1910532501.53', 'market_cap_change_pct': '-0.2952'}",ETH,
34,MANA,MANA,MANA,Decentraland,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/mana.svg,active,2.79675508,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,1514648726,2193847327,4236101523,0.0024,154,382,3,2017-07-17T00:00:00Z,2017-07-17T00:00:00Z,2018-08-29T00:00:00Z,35,0,4.66434131,2021-11-25T00:00:00Z,"{'volume': '707158828.19', 'price_change': '-0.050535287', 'price_change_pct': '-0.0177', 'volume_change': '23984603.48', 'volume_change_pct': '0.0351', 'market_cap_change': '-79062336.60', 'market_cap_change_pct': '-0.0183'}","{'volume': '17689222989.98', 'price_change': '0.091204083', 'price_change_pct': '0.0337', 'volume_change': '-2236161747.27', 'volume_change_pct': '-0.1122', 'market_cap_change': '644828487.45', 'market_cap_change_pct': '0.1796'}",ETH,
35,HBAR,HBAR,HBAR,Hedera Hashgraph,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HBAR.jpg,active,0.21656769,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,19389577880,50000000000,4199156157,0.0024,41,79,0,2019-09-17T00:00:00Z,2019-09-17T00:00:00Z,2019-09-17T00:00:00Z,36,0,0.42808852,2021-09-15T00:00:00Z,"{'volume': '84423724.75', 'price_change': '-0.0040440713', 'price_change_pct': '-0.0183', 'volume_change': '20684201.75', 'volume_change_pct': '0.3245', 'market_cap_change': '-78412835.35', 'market_cap_change_pct': '-0.0183'}","{'volume': '2416655998.01', 'price_change': '-0.043778319', 'price_change_pct': '-0.1682', 'volume_change': '-670946048.65', 'volume_change_pct': '-0.2173', 'market_cap_change': '-651506555.44', 'market_cap_change_pct': '-0.1343'}",,
36,SAND2,SAND2,SAND,The Sandbox,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SAND2.svg,active,3.92659039,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,1035054385,3000000000,4064234607,0.0023,90,195,1,2020-08-09T00:00:00Z,2020-08-14T00:00:00Z,2020-08-11T00:00:00Z,37,0,6.70989466,2021-11-28T00:00:00Z,"{'volume': '1003542497.93', 'price_change': '-0.11343112', 'price_change_pct': '-0.0281', 'volume_change': '227465502.43', 'volume_change_pct': '0.2931', 'market_cap_change': '-117407373.88', 'market_cap_change_pct': '-0.0281'}","{'volume': '27292949347.06', 'price_change': '-0.58401839', 'price_change_pct': '-0.1295', 'volume_change': '-4620907804.28', 'volume_change_pct': '-0.1448', 'market_cap_change': '-89802967.52', 'market_cap_change_pct': '-0.0216'}",ETH,
37,ETC,ETC,ETC,Ethereum Classic,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/etc.svg,active,29.96896295,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,132866358,210700000,3981866947,0.0022,164,747,2,2016-07-24T00:00:00Z,2016-07-24T00:00:00Z,2018-08-29T00:00:00Z,38,1,112.28174984,2021-05-06T00:00:00Z,"{'volume': '1018243519.60', 'price_change': '-0.47901940', 'price_change_pct': '-0.0157', 'volume_change': '169762041.40', 'volume_change_pct': '0.2001', 'market_cap_change': '-63033780.79', 'market_cap_change_pct': '-0.0156'}","{'volume': '16113732411.73', 'price_change': '2.69702274', 'price_change_pct': '0.0989', 'volume_change': '4688159278.41', 'volume_change_pct': '0.4103', 'market_cap_change': '375736054.34', 'market_cap_change_pct': '0.1042'}",,
38,AXS2,AXS2,AXS,Axie Infinity,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/AXS2.jpg,active,55.53733131,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,71046995,270000000,3945760527,0.0022,95,206,2,2018-12-12T00:00:00Z,2020-11-04T00:00:00Z,2020-11-04T00:00:00Z,39,-1,139.13684208,2021-11-07T00:00:00Z,"{'volume': '893735685.24', 'price_change': '-1.69567200', 'price_change_pct': '-0.0296', 'volume_change': '193989359.48', 'volume_change_pct': '0.2772', 'market_cap_change': '-120469546.46', 'market_cap_change_pct': '-0.0296'}","{'volume': '20248626949.24', 'price_change': '-12.85869646', 'price_change_pct': '-0.1880', 'volume_change': '7808618262.61', 'volume_change_pct': '0.6277', 'market_cap_change': '-834341300.07', 'market_cap_change_pct': '-0.1745'}",ETH,2020-11-09T16:49:37.895041Z
39,ICP,ICP,ICP,Dfinity,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ICP.jpg,active,18.79519664,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,204047144,476876298,3835106205,0.0022,52,92,0,2021-01-30T00:00:00Z,2021-05-06T00:00:00Z,2021-01-30T00:00:00Z,40,0,378.78261506,2021-05-05T00:00:00Z,"{'volume': '246837803.89', 'price_change': '-0.93151827', 'price_change_pct': '-0.0472', 'volume_change': '65361542.16', 'volume_change_pct': '0.3602', 'market_cap_change': '-116203990.72', 'market_cap_change_pct': '-0.0294'}","{'volume': '8907015894.20', 'price_change': '-11.84151536', 'price_change_pct': '-0.3865', 'volume_change': '-5681947593.60', 'volume_change_pct': '-0.3895', 'market_cap_change': '-2160780369.04', 'market_cap_change_pct': '-0.3604'}",,2021-03-24T00:11:30.852913Z
40,VET,VET,VET,VeChain Thor,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/vet.png,active,0.054871755,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,66760741299,86712634466,3663279015,0.0021,71,208,2,2018-07-13T00:00:00Z,2018-07-13T00:00:00Z,2018-08-29T00:00:00Z,41,0,0.21248359,2021-04-18T00:00:00Z,"{'volume': '397409295.44', 'price_change': '-0.0029008005', 'price_change_pct': '-0.0502', 'volume_change': '73437042.49', 'volume_change_pct': '0.2267', 'market_cap_change': '-193659594.22', 'market_cap_change_pct': '-0.0502'}","{'volume': '10295391380.91', 'price_change': '-0.017338241', 'price_change_pct': '-0.2401', 'volume_change': '486290831.30', 'volume_change_pct': '0.0496', 'market_cap_change': '-1157513824.12', 'market_cap_change_pct': '-0.2401'}",,
41,THETA,THETA,THETA,Theta Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/theta.png,active,3.59338796,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,1000000000,1000000000,3593387963,0.0020,59,139,0,2018-01-16T00:00:00Z,2018-01-16T00:00:00Z,2018-08-29T00:00:00Z,42,5,11.98377541,2021-04-16T00:00:00Z,"{'volume': '914700953.30', 'price_change': '0.66829456', 'price_change_pct': '0.2285', 'volume_change': '717110089.11', 'volume_change_pct': '3.6293', 'market_cap_change': '668294560.52', 'market_cap_change_pct': '0.2285'}","{'volume': '9623818397.37', 'price_change': '-0.15023614', 'price_change_pct': '-0.0401', 'volume_change': '3339648551.57', 'volume_change_pct': '0.5314', 'market_cap_change': '-150236136.74', 'market_cap_change_pct': '-0.0401'}",THETA,
42,OMI,OMI,OMI,ECOMI,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/OMI.png,active,0.0059763998,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,581910045187,750000000000,3477727105,0.0020,4,7,0,2019-10-01T00:00:00Z,2021-03-23T00:00:00Z,2020-02-14T00:00:00Z,43,-1,0.011013639,2021-03-19T00:00:00Z,"{'volume': '3513880.69', 'price_change': '-0.00034011404', 'price_change_pct': '-0.0538', 'volume_change': '901234.95', 'volume_change_pct': '0.3450', 'market_cap_change': '-197915778.46', 'market_cap_change_pct': '-0.0538'}","{'volume': '231800000.97', 'price_change': '0.00026057831', 'price_change_pct': '0.0456', 'volume_change': '19433079.62', 'volume_change_pct': '0.0915', 'market_cap_change': '2105403330.68', 'market_cap_change_pct': '1.5342'}",GO,2021-02-02T14:53:17.269368Z
43,FIL,FIL,FIL,Filecoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/FIL.png,active,20.16003556,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,159533745,2000000000,3216205972,0.0018,96,312,1,2017-11-03T00:00:00Z,2017-11-23T00:00:00Z,2019-06-04T00:00:00Z,44,1,162.80307022,2021-03-31T00:00:00Z,"{'volume': '534104912.91', 'price_change': '-0.54408082', 'price_change_pct': '-0.0263', 'volume_change': '102536300.01', 'volume_change_pct': '0.2376', 'market_cap_change': '-79034088.59', 'market_cap_change_pct': '-0.0240'}","{'volume': '13680342308.24', 'price_change': '-6.78646297', 'price_change_pct': '-0.2518', 'volume_change': '-2411218105.66', 'volume_change_pct': '-0.1498', 'market_cap_change': '-762165936.49', 'market_cap_change_pct': '-0.1916'}",,
44,EGLD,EGLD,EGLD,Elrond,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/EGLD.jpeg,active,155.05546862,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,20523942,23183942,3182349445,0.0018,43,79,1,2020-09-02T00:00:00Z,2020-09-03T00:00:00Z,2020-09-03T00:00:00Z,45,-1,437.86728951,2021-11-22T00:00:00Z,"{'volume': '186874750.90', 'price_change': '-6.90750932', 'price_change_pct': '-0.0426', 'volume_change': '67416054.96', 'volume_change_pct': '0.5643', 'market_cap_change': '-140921444.52', 'market_cap_change_pct': '-0.0424'}","{'volume': '3533636692.06', 'price_change': '-32.50988230', 'price_change_pct': '-0.1733', 'volume_change': '-1158172690.69', 'volume_change_pct': '-0.2468', 'market_cap_change': '-637750917.41', 'market_cap_change_pct': '-0.1669'}",,
45,XTZ,XTZ,XTZ,Tezos,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xtz.svg,active,3.59954517,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,876418958,0,3154709631,0.0018,114,417,227,2017-06-23T00:00:00Z,2017-06-23T00:00:00Z,2018-09-17T00:00:00Z,46,-3,8.91623801,2017-12-17T00:00:00Z,"{'volume': '356373035.29', 'price_change': '-0.26927220', 'price_change_pct': '-0.0696', 'volume_change': '-12093508.66', 'volume_change_pct': '-0.0328', 'market_cap_change': '-235558841.21', 'market_cap_change_pct': '-0.0695'}","{'volume': '6617027195.31', 'price_change': '-0.24585836', 'price_change_pct': '-0.0639', 'volume_change': '-2578698241.76', 'volume_change_pct': '-0.2804', 'market_cap_change': '-202283482.79', 'market_cap_change_pct': '-0.0603'}",,
46,HELIUM,HELIUM,HNT,Helium,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HELIUM.jpeg,active,25.25853429,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,111925471,0,2827073342,0.0016,24,42,0,2020-04-17T00:00:00Z,2020-09-15T00:00:00Z,2020-04-17T00:00:00Z,47,-1,46.15961713,2021-11-14T00:00:00Z,"{'volume': '27570518.97', 'price_change': '-1.17441286', 'price_change_pct': '-0.0444', 'volume_change': '-3521117.01', 'volume_change_pct': '-0.1132', 'market_cap_change': '-129543045.66', 'market_cap_change_pct': '-0.0438'}","{'volume': '1116440223.25', 'price_change': '-5.95949327', 'price_change_pct': '-0.1909', 'volume_change': '-306587254.71', 'volume_change_pct': '-0.2154', 'market_cap_change': '-595584332.53', 'market_cap_change_pct': '-0.1740'}",,
47,CETH,CETH,CETH,Compound Ether,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CETH.png,active,53.69571215,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,52620857,52620857,2825514406,0.0016,4,39,0,2020-03-25T00:00:00Z,2020-06-27T00:00:00Z,2021-10-27T00:00:00Z,48,1,83.41792833,2021-11-08T00:00:00Z,"{'volume': '120307485.95', 'price_change': '-2.33040507', 'price_change_pct': '-0.0416', 'volume_change': '-20274377.28', 'volume_change_pct': '-0.1442', 'market_cap_change': '-13085212.10', 'market_cap_change_pct': '-0.0046'}","{'volume': '1395746703.52', 'price_change': '-5.48444727', 'price_change_pct': '-0.0927', 'volume_change': '634906446.72', 'volume_change_pct': '0.8345', 'market_cap_change': '-1244768528.77', 'market_cap_change_pct': '-0.3058'}",ETH,
48,XMR,XMR,XMR,Monero,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xmr.svg,active,155.72450007,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,18076947,0,2815023601,0.0016,130,522,123,2014-05-19T00:00:00Z,2014-05-19T00:00:00Z,2018-08-29T00:00:00Z,49,-1,398.50567163,2021-05-09T00:00:00Z,"{'volume': '153176006.15', 'price_change': '-4.69157840', 'price_change_pct': '-0.0292', 'volume_change': '16371495.29', 'volume_change_pct': '0.1197', 'market_cap_change': '-84726648.30', 'market_cap_change_pct': '-0.0292'}","{'volume': '5018690224.40', 'price_change': '-18.53093065', 'price_change_pct': '-0.1063', 'volume_change': '-448798883.34', 'volume_change_pct': '-0.0821', 'market_cap_change': '-332278807.05', 'market_cap_change_pct': '-0.1056'}",,
49,KLAY,KLAY,KLAY,Klaytn,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/KLAY.jpg,active,1.03513829,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,2631657864,0,2724129829,0.0015,40,72,0,2019-09-26T00:00:00Z,2020-03-02T00:00:00Z,2020-02-21T00:00:00Z,50,0,3.58858483,2021-03-30T00:00:00Z,"{'volume': '54503585.64', 'price_change': '-0.031883569', 'price_change_pct': '-0.0299', 'volume_change': '2486123.41', 'volume_change_pct': '0.0478', 'market_cap_change': '-83609665.81', 'market_cap_change_pct': '-0.0298'}","{'volume': '1688045428.50', 'price_change': '-0.21411773', 'price_change_pct': '-0.1714', 'volume_change': '254155679.86', 'volume_change_pct': '0.1772', 'market_cap_change': '-525089675.76', 'market_cap_change_pct': '-0.1616'}",KLAY,
50,CDAI,CDAI,CDAI,Compound Dai,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CDAI.png,active,0.019167786,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,133604611200,133604611200,2560904540,0.0014,8,80,1,2020-03-25T00:00:00Z,2020-04-02T00:00:00Z,2020-04-09T00:00:00Z,51,4,0.020450173,2020-09-20T00:00:00Z,"{'volume': '141016440.68', 'price_change': '-0.0000037290113', 'price_change_pct': '-0.0002', 'volume_change': '132425868.17', 'volume_change_pct': '15.4153', 'market_cap_change': '224210400.76', 'market_cap_change_pct': '0.0960'}","{'volume': '1395130682.23', 'price_change': '0.000068472701', 'price_change_pct': '0.0036', 'volume_change': '200795583.89', 'volume_change_pct': '0.1681', 'market_cap_change': '-217705540.00', 'market_cap_change_pct': '-0.0784'}",ETH,
51,GRT,GRT,GRT,The Graph,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/GRT.jpg,active,0.39798350,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,6157231561,10000000000,2450476595,0.0014,112,254,0,2020-05-23T00:00:00Z,2020-12-17T00:00:00Z,2020-05-23T00:00:00Z,52,-1,1.93245186,2021-02-13T00:00:00Z,"{'volume': '111177868.83', 'price_change': '-0.020445576', 'price_change_pct': '-0.0489', 'volume_change': '26950998.53', 'volume_change_pct': '0.3200', 'market_cap_change': '-125888146.21', 'market_cap_change_pct': '-0.0489'}","{'volume': '3072274437.93', 'price_change': '-0.12229950', 'price_change_pct': '-0.2351', 'volume_change': '-1351647917.20', 'volume_change_pct': '-0.3055', 'market_cap_change': '-283008103.58', 'market_cap_change_pct': '-0.1035'}",ETH,
52,CUSDC,CUSDC,CUSDC,Compound USD Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CUSDC.png,active,0.019728748,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,119845406731,119845512204,2364399838,0.0013,8,81,0,2019-09-22T00:00:00Z,2020-04-02T00:00:00Z,2020-04-09T00:00:00Z,53,7,0.87026021,2019-11-26T00:00:00Z,"{'volume': '48243201.83', 'price_change': '0.000029328450', 'price_change_pct': '0.0015', 'volume_change': '21573926.04', 'volume_change_pct': '0.8089', 'market_cap_change': '133101911.40', 'market_cap_change_pct': '0.0597'}","{'volume': '1883157363.44', 'price_change': '0.000079314137', 'price_change_pct': '0.0040', 'volume_change': '657948589.98', 'volume_change_pct': '0.5370', 'market_cap_change': '-157221345.26', 'market_cap_change_pct': '-0.0623'}",ETH,
53,FRAX,FRAX,FRAX,Frax,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/FRAX.jpg,active,0.87663108,2022-02-11T00:00:00Z,2022-02-11T02:09:00Z,2653242158,2653242158,2325914529,0.0013,9,67,2,2020-12-16T00:00:00Z,2020-12-16T00:00:00Z,2020-12-21T00:00:00Z,54,2,2.63189765,2020-12-17T00:00:00Z,"{'volume': '32925369.77', 'price_change': '0.00040986395', 'price_change_pct': '0.0005', 'volume_change': '-4411695.28', 'volume_change_pct': '-0.1182', 'market_cap_change': '1087468.32', 'market_cap_change_pct': '0.0005'}","{'volume': '1394644531.49', 'price_change': '0.0013724574', 'price_change_pct': '0.0016', 'volume_change': '-53063660.52', 'volume_change_pct': '-0.0367', 'market_cap_change': '493801048.71', 'market_cap_change_pct': '0.2695'}",ETH,2020-12-22T19:46:11.961151Z
54,IOT,IOT,IOT,IOTA (MIOTA),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/iot.svg,active,0.82172399,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,2779530283,2779530283,2284006715,0.0013,40,115,0,2017-06-12T00:00:00Z,2017-06-12T00:00:00Z,2018-08-29T00:00:00Z,55,-2,4.55876120,2017-12-19T00:00:00Z,"{'volume': '51672605.72', 'price_change': '-0.044324763', 'price_change_pct': '-0.0512', 'volume_change': '-13799072.91', 'volume_change_pct': '-0.2108', 'market_cap_change': '-123202020.02', 'market_cap_change_pct': '-0.0512'}","{'volume': '1480523662.41', 'price_change': '-0.20813042', 'price_change_pct': '-0.2021', 'volume_change': '-1461117808.64', 'volume_change_pct': '-0.4967', 'market_cap_change': '-578504804.90', 'market_cap_change_pct': '-0.2021'}",,
55,1INCH,1INCH,1INCH,1inch,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/1INCH.jpg,active,1.55552394,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,1466428931,1500000000,2281065313,0.0013,104,320,5,2018-12-17T00:00:00Z,2020-12-25T00:00:00Z,2019-02-14T00:00:00Z,56,-4,6.16998363,2021-05-08T00:00:00Z,"{'volume': '96533782.46', 'price_change': '-0.12505730', 'price_change_pct': '-0.0744', 'volume_change': '16005845.79', 'volume_change_pct': '0.1988', 'market_cap_change': '-183387649.55', 'market_cap_change_pct': '-0.0744'}","{'volume': '3196526669.43', 'price_change': '-0.42254492', 'price_change_pct': '-0.2136', 'volume_change': '-753339058.55', 'volume_change_pct': '-0.1907', 'market_cap_change': '-608994995.55', 'market_cap_change_pct': '-0.2107'}",ETH,2020-12-28T18:53:34.959468Z
56,EOS,EOS,EOS,EOS,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/eos.svg,active,2.23601937,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,983882069,0,2199979359,0.0012,214,1606,140,2017-06-23T00:00:00Z,2017-06-23T00:00:00Z,2018-08-29T00:00:00Z,57,0,17.31905533,2018-04-29T00:00:00Z,"{'volume': '521807841.02', 'price_change': '-0.098101727', 'price_change_pct': '-0.0420', 'volume_change': '185115119.11', 'volume_change_pct': '0.5498', 'market_cap_change': '-96266489.37', 'market_cap_change_pct': '-0.0419'}","{'volume': '13545213360.70', 'price_change': '-0.29333668', 'price_change_pct': '-0.1160', 'volume_change': '-7375881413.64', 'volume_change_pct': '-0.3526', 'market_cap_change': '-280088882.37', 'market_cap_change_pct': '-0.1129'}",EOS,
57,GALA,GALA,GALA,Gala,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/GALA.jpg,active,0.29055209,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,7542496572,36829984811,2191488142,0.0012,62,112,0,2020-09-13T00:00:00Z,2020-09-13T00:00:00Z,2020-09-14T00:00:00Z,58,-4,0.66462529,2021-11-25T00:00:00Z,"{'volume': '1484863777.14', 'price_change': '-0.022165002', 'price_change_pct': '-0.0709', 'volume_change': '-208377944.38', 'volume_change_pct': '-0.1231', 'market_cap_change': '-167179454.54', 'market_cap_change_pct': '-0.0709'}","{'volume': '29270256108.63', 'price_change': '-0.024132435', 'price_change_pct': '-0.0767', 'volume_change': '14215863141.53', 'volume_change_pct': '0.9443', 'market_cap_change': '-182018806.33', 'market_cap_change_pct': '-0.0767'}",ETH,2020-10-21T20:22:09.286688Z
58,FLOW2,FLOW2,FLOW,Flow,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/FLOW2.jpg,active,6.83174573,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,318082398,1403089551,2173058063,0.0012,33,61,0,2021-01-27T00:00:00Z,2021-01-27T00:00:00Z,2021-01-27T00:00:00Z,59,-1,32.84371626,2021-04-05T00:00:00Z,"{'volume': '242995054.43', 'price_change': '-0.29838736', 'price_change_pct': '-0.0418', 'volume_change': '-59438065.51', 'volume_change_pct': '-0.1965', 'market_cap_change': '-94911765.71', 'market_cap_change_pct': '-0.0418'}","{'volume': '4049801176.83', 'price_change': '-0.10152257', 'price_change_pct': '-0.0146', 'volume_change': '2722216115.92', 'volume_change_pct': '2.0505', 'market_cap_change': '-23648067.30', 'market_cap_change_pct': '-0.0108'}",,2021-01-28T14:38:49.921753Z
59,HARMONY,HARMONY,ONE,Harmony,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/harmony.jpg,active,0.18308380,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,11702004447,0,2142447434,0.0012,47,304,2530,2017-07-09T00:00:00Z,2018-10-16T00:00:00Z,2019-06-02T00:00:00Z,60,-1,0.31149402,2022-01-14T00:00:00Z,"{'volume': '287080452.68', 'price_change': '-0.0086292829', 'price_change_pct': '-0.0450', 'volume_change': '91628319.14', 'volume_change_pct': '0.4688', 'market_cap_change': '-100323659.70', 'market_cap_change_pct': '-0.0447'}","{'volume': '8843611022.43', 'price_change': '-0.11938076', 'price_change_pct': '-0.3947', 'volume_change': '715207487.41', 'volume_change_pct': '0.0880', 'market_cap_change': '-1361364596.68', 'market_cap_change_pct': '-0.3885'}",HARMONY,
60,AAVE,AAVE,AAVE,Aave,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/AAVE.jpg,active,154.00135523,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,13513440,16000000,2081088015,0.0012,137,687,14,2018-11-26T00:00:00Z,2020-10-02T00:00:00Z,2020-10-04T00:00:00Z,61,0,517.55449169,2021-05-18T00:00:00Z,"{'volume': '183029737.39', 'price_change': '-7.32236181', 'price_change_pct': '-0.0454', 'volume_change': '31170043.26', 'volume_change_pct': '0.2053', 'market_cap_change': '-98904592.06', 'market_cap_change_pct': '-0.0454'}","{'volume': '7214978548.98', 'price_change': '-37.36237888', 'price_change_pct': '-0.1952', 'volume_change': '-4756027501.31', 'volume_change_pct': '-0.3973', 'market_cap_change': '-498454445.34', 'market_cap_change_pct': '-0.1932'}",ETH,
61,CAKE,CAKE,CAKE,PancakeSwap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CAKE.jpg,active,7.03646372,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,266819233,632773575,1877463851,0.0011,78,1766,2034,2020-09-22T00:00:00Z,2020-09-22T00:00:00Z,2020-09-29T00:00:00Z,62,2,35.20679115,2021-04-29T00:00:00Z,"{'volume': '99385519.00', 'price_change': '-0.085207230', 'price_change_pct': '-0.0120', 'volume_change': '15212232.58', 'volume_change_pct': '0.1807', 'market_cap_change': '-19933623.14', 'market_cap_change_pct': '-0.0105'}","{'volume': '3413652078.66', 'price_change': '-2.88369516', 'price_change_pct': '-0.2907', 'volume_change': '-99793651.72', 'volume_change_pct': '-0.0284', 'market_cap_change': '-677411768.09', 'market_cap_change_pct': '-0.2651'}",BNB,2021-02-02T14:53:17.269368Z
62,BLOCKSTACK,BLOCKSTACK,STX,Stacks,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/BLOCKSTACK.png,active,1.40016044,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,1297740718,1352464600,1817045213,0.0010,22,44,0,2017-11-10T00:00:00Z,2017-11-10T00:00:00Z,2019-06-05T00:00:00Z,63,0,2.53909295,2021-12-01T00:00:00Z,"{'volume': '46420999.59', 'price_change': '-0.12028687', 'price_change_pct': '-0.0791', 'volume_change': '-2531941.16', 'volume_change_pct': '-0.0517', 'market_cap_change': '-155911601.64', 'market_cap_change_pct': '-0.0790'}","{'volume': '1832063597.80', 'price_change': '-0.49426327', 'price_change_pct': '-0.2609', 'volume_change': '-419782345.03', 'volume_change_pct': '-0.1864', 'market_cap_change': '-632172251.38', 'market_cap_change_pct': '-0.2581'}",,
63,QNT,QNT,QNT,Quant,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/qnt.jpg,active,123.81622576,2022-02-11T00:00:00Z,2022-02-11T02:10:00Z,13413953,14612493,1660865091,0.0009,53,110,1,2018-06-25T00:00:00Z,2018-06-25T00:00:00Z,2019-01-29T00:00:00Z,64,1,334.53416654,2021-09-10T00:00:00Z,"{'volume': '42682286.05', 'price_change': '-8.07044129', 'price_change_pct': '-0.0612', 'volume_change': '770119.82', 'volume_change_pct': '0.0184', 'market_cap_change': '-108256523.99', 'market_cap_change_pct': '-0.0612'}","{'volume': '1459965932.44', 'price_change': '-24.10236583', 'price_change_pct': '-0.1629', 'volume_change': '-11537870.98', 'volume_change_pct': '-0.0078', 'market_cap_change': '-323308013.77', 'market_cap_change_pct': '-0.1629'}",ETH,
